subset,system,model_tag,query_id,level,rep,status,latency_s,cost_usd,judge_score,n_iterations
C1,rlm,gemini,Q36,synthesis,1,OK,62.798,0.008168,4,5
C1,rlm,gemini,Q36,synthesis,2,OK,51.28,0.008648,1,6
C1,rlm,gemini,Q37,synthesis,1,OK,77.853,0.012294,4,6
C1,rlm,gemini,Q37,synthesis,2,OK,96.573,0.004555,4,4
C1,rlm,gemini,Q38,synthesis,1,OK,58.05,0.008383,4,7
C1,rlm,gemini,Q38,synthesis,2,OK,32.576,0.007415,1,5
C1,rlm,gemini,Q39,synthesis,1,OK,69.69,0.009767,2,6
C1,rlm,gemini,Q39,synthesis,2,OK,64.075,0.00692,4,4
C1,rlm,gemini,Q40,synthesis,1,OK,100.581,0.012892,3,5
C1,rlm,gemini,Q40,synthesis,2,OK,288.907,0.025497,1,9
C1,rlm,gpt,Q01,factual,1,OK,34.373,0.048552,5,16
C1,rlm,gpt,Q01,factual,2,OK,17.22,0.02056,1,16
C1,rlm,gpt,Q02,factual,1,OK,15.356,0.019955,1,16
C1,rlm,gpt,Q02,factual,2,OK,14.709,0.034638,5,8
C1,rlm,gpt,Q03,factual,1,OK,9.712,0.016004,5,6
C1,rlm,gpt,Q03,factual,2,OK,20.229,0.16659,4,16
C1,rlm,gpt,Q04,factual,1,OK,9.328,0.011579,5,5
C1,rlm,gpt,Q04,factual,2,OK,17.729,0.019176,1,16
C1,rlm,gpt,Q05,factual,1,OK,23.729,0.063339,5,16
C1,rlm,gpt,Q05,factual,2,OK,15.347,0.020012,5,6
C1,rlm,gpt,Q06,factual,1,OK,7.706,0.015494,5,4
C1,rlm,gpt,Q06,factual,2,OK,27.347,0.124641,5,15
C1,rlm,gpt,Q07,factual,1,OK,25.226,0.01816,5,8
C1,rlm,gpt,Q07,factual,2,OK,8.702,0.013102,2,5
C1,rlm,gpt,Q08,factual,1,OK,11.332,0.029844,5,6
C1,rlm,gpt,Q08,factual,2,OK,14.712,0.017999,5,6
C1,rlm,gpt,Q09,factual,1,OK,11.822,0.020849,4,7
C1,rlm,gpt,Q09,factual,2,OK,23.343,0.027627,5,15
C1,rlm,gpt,Q10,factual,1,OK,18.222,0.033749,5,16
C1,rlm,gpt,Q10,factual,2,OK,11.716,0.020751,5,7
C1,rlm,gpt,Q11,factual,1,OK,19.717,0.038277,4,12
C1,rlm,gpt,Q11,factual,2,OK,15.225,0.041096,4,16
C1,rlm,gpt,Q12,factual,1,OK,14.304,0.028427,5,9
C1,rlm,gpt,Q12,factual,2,OK,12.711,0.027394,5,6
C1,rlm,gpt,Q13,factual,1,OK,7.219,0.009464,5,4
C1,rlm,gpt,Q13,factual,2,OK,8.832,0.011468,2,5
C1,rlm,gpt,Q14,factual,1,OK,7.72,0.010826,5,5
C1,rlm,gpt,Q14,factual,2,OK,7.722,0.0119,5,5
C1,rlm,gpt,Q15,factual,1,OK,17.715,0.024743,2,16
C1,rlm,gpt,Q15,factual,2,OK,15.21,0.020426,1,16
C1,rlm,gpt,Q16,factual,1,OK,19.346,0.058669,5,11
C1,rlm,gpt,Q16,factual,2,OK,21.239,0.066597,5,12
C1,rlm,gpt,Q17,comparison,1,OK,17.727,0.038068,4,16
C1,rlm,gpt,Q17,comparison,2,OK,11.211,0.031924,5,7
C1,rlm,gpt,Q18,comparison,1,OK,7.343,0.015599,5,6
C1,rlm,gpt,Q18,comparison,2,OK,9.215,0.019926,5,7
C1,rlm,gpt,Q19,comparison,1,OK,16.716,0.033083,5,14
C1,rlm,gpt,Q19,comparison,2,OK,10.851,0.021199,1,16
C1,rlm,gpt,Q20,comparison,1,OK,12.711,0.023405,4,16
C1,rlm,gpt,Q20,comparison,2,OK,15.351,0.048522,5,9
C1,rlm,gpt,Q21,comparison,1,OK,14.213,0.046636,5,8
C1,rlm,gpt,Q21,comparison,2,OK,15.726,0.074043,5,10
C1,rlm,gpt,Q22,comparison,1,OK,16.245,0.054425,4,11
C1,rlm,gpt,Q22,comparison,2,OK,12.842,0.031085,5,10
C1,rlm,gpt,Q23,comparison,1,OK,8.709,0.02248,4,5
C1,rlm,gpt,Q23,comparison,2,OK,16.389,0.049066,5,9
C1,rlm,gpt,Q24,comparison,1,OK,22.749,0.150554,4,13
C1,rlm,gpt,Q24,comparison,2,OK,19.228,0.132908,5,15
C1,rlm,gpt,Q25,comparison,1,OK,16.236,0.072637,4,10
C1,rlm,gpt,Q25,comparison,2,OK,13.23,0.049044,4,12
C1,rlm,gpt,Q26,comparison,1,OK,16.233,0.044812,4,12
C1,rlm,gpt,Q26,comparison,2,OK,12.212,0.065276,4,9
C1,rlm,gpt,Q27,comparison,1,OK,16.738,0.071663,2,16
C1,rlm,gpt,Q27,comparison,2,OK,20.76,0.064245,2,14
C1,rlm,gpt,Q28,comparison,1,OK,12.348,0.041207,4,8
C1,rlm,gpt,Q28,comparison,2,OK,14.346,0.02431,1,16
C1,rlm,gpt,Q29,comparison,1,OK,14.24,0.040244,5,7
C1,rlm,gpt,Q29,comparison,2,OK,10.209,0.024897,5,7
C1,rlm,gpt,Q30,comparison,1,OK,10.23,0.019315,5,5
C1,rlm,gpt,Q30,comparison,2,OK,8.707,0.022214,5,6
C1,rlm,gpt,Q31,synthesis,1,OK,23.759,0.059131,4,9
C1,rlm,gpt,Q31,synthesis,2,OK,23.193,0.042186,4,8
C1,rlm,gpt,Q32,synthesis,1,OK,24.738,0.048925,2,16
C1,rlm,gpt,Q32,synthesis,2,OK,19.228,0.037678,4,6
C1,rlm,gpt,Q33,synthesis,1,OK,17.86,0.053273,5,7
C1,rlm,gpt,Q33,synthesis,2,OK,24.227,0.045689,5,8
C1,rlm,gpt,Q34,synthesis,1,OK,15.731,0.030211,4,6
C1,rlm,gpt,Q34,synthesis,2,OK,22.453,0.052513,4,8
C1,rlm,gpt,Q35,synthesis,1,OK,21.725,0.044127,4,15
C1,rlm,gpt,Q35,synthesis,2,OK,35.008,0.059184,4,14
C1,rlm,gpt,Q36,synthesis,1,OK,18.24,0.022563,1,16
C1,rlm,gpt,Q36,synthesis,2,OK,21.259,0.042349,5,11
C1,rlm,gpt,Q37,synthesis,1,OK,22.731,0.054847,4,9
C1,rlm,gpt,Q37,synthesis,2,OK,15.716,0.034959,4,6
C1,rlm,gpt,Q38,synthesis,1,OK,13.355,0.020196,1,16
C1,rlm,gpt,Q38,synthesis,2,OK,22.958,0.059256,4,8
C1,rlm,gpt,Q39,synthesis,1,OK,19.731,0.0584,4,8
C1,rlm,gpt,Q39,synthesis,2,OK,17.725,0.04161,4,7
C1,rlm,gpt,Q40,synthesis,1,OK,31.738,0.068461,4,16
C1,rlm,gpt,Q40,synthesis,2,OK,17.865,0.024701,1,16
C2,baseline,gemini,Q01,factual,1,OK,3.596,0.081559,5,
C2,baseline,gemini,Q01,factual,2,OK,4.12,0.081554,5,
C2,baseline,gemini,Q02,factual,1,OK,13.91,0.081893,5,
C2,baseline,gemini,Q02,factual,2,OK,4.695,0.081746,5,
C2,baseline,gemini,Q03,factual,1,OK,5.43,0.081843,5,
C2,baseline,gemini,Q03,factual,2,OK,2.692,0.082013,5,
C2,baseline,gemini,Q04,factual,1,OK,4.837,0.081821,5,
C2,baseline,gemini,Q04,factual,2,OK,8.442,0.081523,5,
C2,baseline,gemini,Q05,factual,1,OK,5.183,0.081599,5,
C2,baseline,gemini,Q05,factual,2,OK,4.294,0.081784,5,
C2,baseline,gemini,Q06,factual,1,OK,6.171,0.082225,5,
C2,baseline,gemini,Q06,factual,2,OK,5.978,0.082395,5,
C2,baseline,gemini,Q07,factual,1,OK,5.443,0.082028,4,
C2,baseline,gemini,Q07,factual,2,OK,4.607,0.08193,5,
C2,baseline,gemini,Q08,factual,1,OK,4.344,0.081474,5,
C2,baseline,gemini,Q08,factual,2,OK,4.523,0.081469,5,
C2,baseline,gemini,Q09,factual,1,OK,6.126,0.081655,5,
C2,baseline,gemini,Q09,factual,2,OK,4.393,0.081718,5,
C2,baseline,gemini,Q10,factual,1,OK,4.07,0.081572,5,
C2,baseline,gemini,Q10,factual,2,OK,3.695,0.081542,5,
C2,baseline,gemini,Q11,factual,1,OK,4.964,0.081924,5,
C2,baseline,gemini,Q11,factual,2,OK,5.744,0.082089,5,
C2,baseline,gemini,Q12,factual,1,OK,7.344,0.082184,5,
C2,baseline,gemini,Q12,factual,2,OK,3.534,0.082027,5,
C2,baseline,gemini,Q13,factual,1,OK,6.0,0.081558,5,
C2,baseline,gemini,Q13,factual,2,OK,8.236,0.081606,5,
C2,baseline,gemini,Q14,factual,1,OK,4.476,0.081745,5,
C2,baseline,gemini,Q14,factual,2,OK,4.62,0.081765,5,
C2,baseline,gemini,Q15,factual,1,OK,16.887,0.083437,4,
C2,baseline,gemini,Q15,factual,2,OK,10.474,0.08214,5,
C2,baseline,gemini,Q16,factual,1,OK,5.571,0.081654,5,
C2,baseline,gemini,Q16,factual,2,OK,4.391,0.081661,5,
C2,baseline,gemini,Q17,comparison,1,OK,11.805,0.082669,5,
C2,baseline,gemini,Q17,comparison,2,OK,9.009,0.082469,5,
C2,baseline,gemini,Q18,comparison,1,OK,10.94,0.083623,5,
C2,baseline,gemini,Q18,comparison,2,OK,6.376,0.082756,5,
C2,baseline,gemini,Q19,comparison,1,OK,13.87,0.084289,5,
C2,baseline,gemini,Q19,comparison,2,OK,8.905,0.084019,5,
C2,baseline,gemini,Q20,comparison,1,OK,18.276,0.084531,4,
C2,baseline,gemini,Q20,comparison,2,OK,10.469,0.083644,4,
C2,baseline,gemini,Q21,comparison,1,OK,9.699,0.082418,5,
C2,baseline,gemini,Q21,comparison,2,OK,8.289,0.082638,5,
C2,baseline,gemini,Q22,comparison,1,OK,6.419,0.082165,5,
C2,baseline,gemini,Q22,comparison,2,OK,6.552,0.08226,5,
C2,baseline,gemini,Q23,comparison,1,OK,16.826,0.083396,5,
C2,baseline,gemini,Q23,comparison,2,OK,16.852,0.083398,5,
C2,baseline,gemini,Q24,comparison,1,OK,10.164,0.083106,5,
C2,baseline,gemini,Q24,comparison,2,OK,14.642,0.083236,5,
C2,baseline,gemini,Q25,comparison,1,OK,11.45,0.082743,2,
C2,baseline,gemini,Q25,comparison,2,OK,8.106,0.081915,4,
C2,baseline,gemini,Q26,comparison,1,OK,10.26,0.082976,5,
C2,baseline,gemini,Q26,comparison,2,OK,8.639,0.082696,5,
C2,baseline,gemini,Q27,comparison,1,OK,6.412,0.082355,5,
C2,baseline,gemini,Q27,comparison,2,OK,7.672,0.082463,5,
C2,baseline,gemini,Q28,comparison,1,OK,14.764,0.082776,4,
C2,baseline,gemini,Q28,comparison,2,OK,4.715,0.081994,5,
C2,baseline,gemini,Q29,comparison,1,OK,10.047,0.082571,4,
C2,baseline,gemini,Q29,comparison,2,OK,7.809,0.082506,5,
C2,baseline,gemini,Q30,comparison,1,OK,7.373,0.083786,5,
C2,baseline,gemini,Q30,comparison,2,OK,10.205,0.083323,5,
C2,baseline,gemini,Q31,synthesis,1,OK,39.967,0.084979,4,
C2,baseline,gemini,Q31,synthesis,2,OK,32.343,0.084854,4,
C2,baseline,gemini,Q32,synthesis,1,OK,94.101,0.089403,4,
C2,baseline,gemini,Q32,synthesis,2,OK,95.48,0.089541,4,
C2,baseline,gemini,Q33,synthesis,1,OK,76.863,0.085144,4,
C2,baseline,gemini,Q33,synthesis,2,OK,81.065,0.085591,4,
C2,baseline,gemini,Q34,synthesis,1,OK,134.001,0.087012,4,
C2,baseline,gemini,Q34,synthesis,2,OK,42.445,0.08668,4,
C2,baseline,gemini,Q35,synthesis,1,OK,45.15,0.086287,4,
C2,baseline,gemini,Q35,synthesis,2,OK,75.251,0.085577,4,
C2,baseline,gemini,Q36,synthesis,1,OK,41.171,0.085303,4,
C2,baseline,gemini,Q36,synthesis,2,OK,56.689,0.085543,4,
C2,baseline,gemini,Q37,synthesis,1,OK,51.543,0.086009,5,
C2,baseline,gemini,Q37,synthesis,2,OK,34.408,0.087216,4,
C2,baseline,gemini,Q38,synthesis,1,OK,56.464,0.087,4,
C2,baseline,gemini,Q38,synthesis,2,OK,99.261,0.091625,4,
C2,baseline,gemini,Q39,synthesis,1,OK,76.694,0.087272,4,
C2,baseline,gemini,Q39,synthesis,2,OK,93.772,0.087597,2,
C2,baseline,gemini,Q40,synthesis,1,OK,64.617,0.089105,4,
C2,baseline,gemini,Q40,synthesis,2,OK,66.451,0.087425,4,
C2,baseline,gpt,Q01,factual,1,OK,16.432,0.196121,5,
C2,baseline,gpt,Q01,factual,2,OK,16.394,0.196121,5,
C2,baseline,gpt,Q02,factual,1,OK,23.413,0.196603,5,
C2,baseline,gpt,Q02,factual,2,OK,21.409,0.196603,5,
C2,baseline,gpt,Q03,factual,1,OK,16.856,0.196135,4,
C2,baseline,gpt,Q03,factual,2,OK,16.532,0.196144,4,
C2,baseline,gpt,Q04,factual,1,OK,20.126,0.196016,5,
C2,baseline,gpt,Q04,factual,2,OK,16.75,0.196016,5,
C2,baseline,gpt,Q05,factual,1,OK,17.364,0.196044,5,
C2,baseline,gpt,Q05,factual,2,OK,16.691,0.196224,5,
C2,baseline,gpt,Q06,factual,1,OK,16.898,0.196834,5,
C2,baseline,gpt,Q06,factual,2,OK,20.189,0.197086,5,
C2,baseline,gpt,Q07,factual,1,OK,17.312,0.196397,5,
C2,baseline,gpt,Q07,factual,2,OK,15.89,0.196406,5,
C2,baseline,gpt,Q08,factual,1,OK,16.527,0.196081,5,
C2,baseline,gpt,Q08,factual,2,OK,19.939,0.196081,5,
C2,baseline,gpt,Q09,factual,1,OK,20.449,0.196125,4,
C2,baseline,gpt,Q09,factual,2,OK,16.781,0.196184,5,
C2,baseline,gpt,Q10,factual,1,OK,18.329,0.196067,5,
C2,baseline,gpt,Q10,factual,2,OK,20.449,0.196062,5,
C2,baseline,gpt,Q11,factual,1,OK,17.074,0.196191,4,
C2,baseline,gpt,Q11,factual,2,OK,19.668,0.196187,4,
C2,baseline,gpt,Q12,factual,1,OK,16.369,0.196336,5,
C2,baseline,gpt,Q12,factual,2,OK,20.843,0.196341,5,
C2,baseline,gpt,Q13,factual,1,OK,16.443,0.196034,5,
C2,baseline,gpt,Q13,factual,2,OK,15.946,0.196043,5,
C2,baseline,gpt,Q14,factual,1,OK,16.094,0.19607,5,
C2,baseline,gpt,Q14,factual,2,OK,16.119,0.19612,5,
C2,baseline,gpt,Q15,factual,1,OK,16.969,0.197146,5,
C2,baseline,gpt,Q15,factual,2,OK,17.0,0.196871,4,
C2,baseline,gpt,Q16,factual,1,OK,21.501,0.196293,5,
C2,baseline,gpt,Q16,factual,2,OK,16.878,0.196252,5,
C2,baseline,gpt,Q17,comparison,1,OK,16.419,0.197342,5,
C2,baseline,gpt,Q17,comparison,2,OK,31.193,0.19722,5,
C2,baseline,gpt,Q18,comparison,1,OK,16.04,0.196918,5,
C2,baseline,gpt,Q18,comparison,2,OK,16.263,0.196941,5,
C2,baseline,gpt,Q19,comparison,1,OK,16.3,0.198017,5,
C2,baseline,gpt,Q19,comparison,2,OK,20.0,0.197972,5,
C2,baseline,gpt,Q20,comparison,1,OK,20.689,0.198163,5,
C2,baseline,gpt,Q20,comparison,2,OK,15.929,0.198731,5,
C2,baseline,gpt,Q21,comparison,1,OK,20.613,0.196544,5,
C2,baseline,gpt,Q21,comparison,2,OK,16.959,0.196522,5,
C2,baseline,gpt,Q22,comparison,1,OK,16.029,0.196625,4,
C2,baseline,gpt,Q22,comparison,2,OK,16.273,0.196602,4,
C2,baseline,gpt,Q23,comparison,1,OK,16.511,0.197381,5,
C2,baseline,gpt,Q23,comparison,2,OK,16.749,0.197633,5,
C2,baseline,gpt,Q24,comparison,1,OK,17.753,0.197803,5,
C2,baseline,gpt,Q24,comparison,2,OK,19.06,0.197798,5,
C2,baseline,gpt,Q25,comparison,1,OK,19.57,0.196396,2,
C2,baseline,gpt,Q25,comparison,2,OK,20.789,0.196319,2,
C2,baseline,gpt,Q26,comparison,1,OK,19.931,0.196678,5,
C2,baseline,gpt,Q26,comparison,2,OK,20.332,0.196732,5,
C2,baseline,gpt,Q27,comparison,1,OK,16.866,0.196969,5,
C2,baseline,gpt,Q27,comparison,2,OK,16.973,0.196955,5,
C2,baseline,gpt,Q28,comparison,1,OK,15.991,0.196993,5,
C2,baseline,gpt,Q28,comparison,2,OK,16.393,0.196871,5,
C2,baseline,gpt,Q29,comparison,1,OK,16.606,0.197284,4,
C2,baseline,gpt,Q29,comparison,2,OK,20.102,0.197234,5,
C2,baseline,gpt,Q30,comparison,1,OK,16.395,0.197231,5,
C2,baseline,gpt,Q30,comparison,2,OK,20.483,0.197722,5,
C2,baseline,gpt,Q31,synthesis,1,OK,17.608,0.200943,4,
C2,baseline,gpt,Q31,synthesis,2,OK,17.003,0.200655,4,
C2,baseline,gpt,Q32,synthesis,1,OK,19.477,0.206009,5,
C2,baseline,gpt,Q32,synthesis,2,OK,17.639,0.205289,5,
C2,baseline,gpt,Q33,synthesis,1,OK,25.637,0.199743,5,
C2,baseline,gpt,Q33,synthesis,2,OK,16.707,0.201219,5,
C2,baseline,gpt,Q34,synthesis,1,OK,20.808,0.200645,4,
C2,baseline,gpt,Q34,synthesis,2,OK,17.547,0.199385,5,
C2,baseline,gpt,Q35,synthesis,1,OK,21.293,0.20141,4,
C2,baseline,gpt,Q35,synthesis,2,OK,17.679,0.201127,5,
C2,baseline,gpt,Q36,synthesis,1,OK,16.94,0.199385,4,
C2,baseline,gpt,Q36,synthesis,2,OK,18.426,0.198571,5,
C2,baseline,gpt,Q37,synthesis,1,OK,16.93,0.198204,5,
C2,baseline,gpt,Q37,synthesis,2,OK,16.909,0.198767,5,
C2,baseline,gpt,Q38,synthesis,1,OK,17.678,0.202844,4,
C2,baseline,gpt,Q38,synthesis,2,OK,17.393,0.20256,4,
C2,baseline,gpt,Q39,synthesis,1,OK,17.839,0.20164,4,
C2,baseline,gpt,Q39,synthesis,2,OK,18.718,0.201599,4,
C2,baseline,gpt,Q40,synthesis,1,OK,19.459,0.206975,4,
C2,baseline,gpt,Q40,synthesis,2,OK,17.372,0.202996,4,
C2,rag,gemini,Q01,factual,1,OK,2.323,0.000892,5,
C2,rag,gemini,Q01,factual,2,OK,1.516,0.000872,5,
C2,rag,gemini,Q02,factual,1,OK,4.635,0.00088,2,
C2,rag,gemini,Q02,factual,2,OK,3.278,0.00088,2,
C2,rag,gemini,Q03,factual,1,OK,7.082,0.001106,2,
C2,rag,gemini,Q03,factual,2,OK,6.962,0.001106,2,
C2,rag,gemini,Q04,factual,1,OK,2.251,0.000861,5,
C2,rag,gemini,Q04,factual,2,OK,2.133,0.000861,5,
C2,rag,gemini,Q05,factual,1,OK,2.161,0.000755,5,
C2,rag,gemini,Q05,factual,2,OK,2.358,0.000762,5,
C2,rag,gemini,Q06,factual,1,OK,6.17,0.001346,5,
C2,rag,gemini,Q06,factual,2,OK,11.779,0.001301,5,
C2,rag,gemini,Q07,factual,1,OK,4.46,0.00117,4,
C2,rag,gemini,Q07,factual,2,OK,4.42,0.00117,4,
C2,rag,gemini,Q08,factual,1,OK,1.932,0.000853,5,
C2,rag,gemini,Q08,factual,2,OK,2.112,0.000853,5,
C2,rag,gemini,Q09,factual,1,OK,2.307,0.001011,5,
C2,rag,gemini,Q09,factual,2,OK,2.758,0.001033,5,
C2,rag,gemini,Q10,factual,1,OK,1.434,0.000849,5,
C2,rag,gemini,Q10,factual,2,OK,1.666,0.000849,5,
C2,rag,gemini,Q11,factual,1,OK,6.93,0.001102,5,
C2,rag,gemini,Q11,factual,2,OK,5.461,0.001104,5,
C2,rag,gemini,Q12,factual,1,OK,8.339,0.001312,5,
C2,rag,gemini,Q12,factual,2,OK,3.312,0.001312,5,
C2,rag,gemini,Q13,factual,1,OK,2.029,0.000879,5,
C2,rag,gemini,Q13,factual,2,OK,6.978,0.000857,5,
C2,rag,gemini,Q14,factual,1,OK,1.934,0.000821,5,
C2,rag,gemini,Q14,factual,2,OK,1.863,0.000818,5,
C2,rag,gemini,Q15,factual,1,OK,2.352,0.001045,5,
C2,rag,gemini,Q15,factual,2,OK,2.392,0.001045,5,
C2,rag,gemini,Q16,factual,1,OK,3.345,0.000976,5,
C2,rag,gemini,Q16,factual,2,OK,3.681,0.000979,5,
C2,rag,gemini,Q17,comparison,1,OK,3.444,0.001037,2,
C2,rag,gemini,Q17,comparison,2,OK,3.356,0.001122,2,
C2,rag,gemini,Q18,comparison,1,OK,3.098,0.001045,2,
C2,rag,gemini,Q18,comparison,2,OK,2.96,0.00108,2,
C2,rag,gemini,Q19,comparison,1,OK,4.952,0.001313,2,
C2,rag,gemini,Q19,comparison,2,OK,5.681,0.001218,2,
C2,rag,gemini,Q20,comparison,1,OK,4.09,0.001295,2,
C2,rag,gemini,Q20,comparison,2,OK,3.786,0.001295,2,
C2,rag,gemini,Q21,comparison,1,OK,1.403,0.000895,1,
C2,rag,gemini,Q21,comparison,2,OK,1.459,0.000895,1,
C2,rag,gemini,Q22,comparison,1,OK,6.825,0.001153,2,
C2,rag,gemini,Q22,comparison,2,OK,3.298,0.001143,2,
C2,rag,gemini,Q23,comparison,1,OK,4.001,0.001381,3,
C2,rag,gemini,Q23,comparison,2,OK,4.596,0.001321,3,
C2,rag,gemini,Q24,comparison,1,OK,7.175,0.001137,3,
C2,rag,gemini,Q24,comparison,2,OK,5.513,0.001137,2,
C2,rag,gemini,Q25,comparison,1,OK,3.905,0.001068,2,
C2,rag,gemini,Q25,comparison,2,OK,3.947,0.00107,3,
C2,rag,gemini,Q26,comparison,1,OK,4.587,0.001177,2,
C2,rag,gemini,Q26,comparison,2,OK,4.797,0.001177,2,
C2,rag,gemini,Q27,comparison,1,OK,7.575,0.001525,2,
C2,rag,gemini,Q27,comparison,2,OK,8.957,0.001525,2,
C2,rag,gemini,Q28,comparison,1,OK,6.322,0.001048,3,
C2,rag,gemini,Q28,comparison,2,OK,4.923,0.000983,3,
C2,rag,gemini,Q29,comparison,1,OK,3.924,0.001198,4,
C2,rag,gemini,Q29,comparison,2,OK,4.375,0.001275,3,
C2,rag,gemini,Q30,comparison,1,OK,3.854,0.001147,2,
C2,rag,gemini,Q30,comparison,2,OK,3.92,0.001147,2,
C2,rag,gemini,Q31,synthesis,1,OK,4.237,0.00084,2,
C2,rag,gemini,Q31,synthesis,2,OK,3.789,0.000835,2,
C2,rag,gemini,Q32,synthesis,1,OK,9.443,0.001642,3,
C2,rag,gemini,Q32,synthesis,2,OK,6.438,0.001072,2,
C2,rag,gemini,Q33,synthesis,1,OK,8.604,0.001326,4,
C2,rag,gemini,Q33,synthesis,2,OK,9.535,0.001236,3,
C2,rag,gemini,Q34,synthesis,1,OK,9.403,0.001038,2,
C2,rag,gemini,Q34,synthesis,2,OK,6.969,0.001038,2,
C2,rag,gemini,Q35,synthesis,1,OK,7.691,0.001363,2,
C2,rag,gemini,Q35,synthesis,2,OK,8.372,0.001421,2,
C2,rag,gemini,Q36,synthesis,1,OK,8.673,0.00121,3,
C2,rag,gemini,Q36,synthesis,2,OK,8.375,0.00121,4,
C2,rag,gemini,Q37,synthesis,1,OK,6.311,0.001104,2,
C2,rag,gemini,Q37,synthesis,2,OK,17.617,0.001104,2,
C2,rag,gemini,Q38,synthesis,1,OK,3.916,0.000857,1,
C2,rag,gemini,Q38,synthesis,2,OK,3.668,0.000857,1,
C2,rag,gemini,Q39,synthesis,1,OK,7.972,0.001531,2,
C2,rag,gemini,Q39,synthesis,2,OK,7.521,0.001531,2,
C2,rag,gemini,Q40,synthesis,1,OK,11.109,0.001393,2,
C2,rag,gemini,Q40,synthesis,2,OK,19.92,0.001568,2,
C2,rag,gpt,Q01,factual,1,OK,1.621,0.002119,5,
C2,rag,gpt,Q01,factual,2,OK,0.987,0.002119,5,
C2,rag,gpt,Q02,factual,1,OK,1.407,0.002212,2,
C2,rag,gpt,Q02,factual,2,OK,1.784,0.002432,1,
C2,rag,gpt,Q03,factual,1,OK,1.538,0.002171,3,
C2,rag,gpt,Q03,factual,2,OK,1.171,0.002167,2,
C2,rag,gpt,Q04,factual,1,OK,0.927,0.001935,5,
C2,rag,gpt,Q04,factual,2,OK,0.646,0.001935,5,
C2,rag,gpt,Q05,factual,1,OK,1.183,0.001684,5,
C2,rag,gpt,Q05,factual,2,OK,1.388,0.001706,5,
C2,rag,gpt,Q06,factual,1,OK,1.705,0.002431,5,
C2,rag,gpt,Q06,factual,2,OK,1.925,0.002516,5,
C2,rag,gpt,Q07,factual,1,OK,1.761,0.002344,5,
C2,rag,gpt,Q07,factual,2,OK,1.368,0.002254,5,
C2,rag,gpt,Q08,factual,1,OK,1.124,0.001951,5,
C2,rag,gpt,Q08,factual,2,OK,0.928,0.001951,5,
C2,rag,gpt,Q09,factual,1,OK,1.265,0.002084,5,
C2,rag,gpt,Q09,factual,2,OK,1.009,0.002044,5,
C2,rag,gpt,Q10,factual,1,OK,2.133,0.001938,5,
C2,rag,gpt,Q10,factual,2,OK,0.807,0.001983,5,
C2,rag,gpt,Q11,factual,1,OK,1.473,0.002359,5,
C2,rag,gpt,Q11,factual,2,OK,1.405,0.002278,5,
C2,rag,gpt,Q12,factual,1,OK,1.104,0.002179,5,
C2,rag,gpt,Q12,factual,2,OK,1.864,0.002602,5,
C2,rag,gpt,Q13,factual,1,OK,0.868,0.001892,5,
C2,rag,gpt,Q13,factual,2,OK,1.041,0.001901,5,
C2,rag,gpt,Q14,factual,1,OK,1.118,0.001959,5,
C2,rag,gpt,Q14,factual,2,OK,1.148,0.001937,5,
C2,rag,gpt,Q15,factual,1,OK,1.739,0.002469,5,
C2,rag,gpt,Q15,factual,2,OK,2.005,0.002491,4,
C2,rag,gpt,Q16,factual,1,OK,1.422,0.00208,2,
C2,rag,gpt,Q16,factual,2,OK,1.198,0.002022,2,
C2,rag,gpt,Q17,comparison,1,OK,1.98,0.002534,4,
C2,rag,gpt,Q17,comparison,2,OK,1.394,0.002421,3,
C2,rag,gpt,Q18,comparison,1,OK,1.559,0.002702,5,
C2,rag,gpt,Q18,comparison,2,OK,1.883,0.002797,5,
C2,rag,gpt,Q19,comparison,1,OK,1.901,0.002798,5,
C2,rag,gpt,Q19,comparison,2,OK,2.151,0.002982,5,
C2,rag,gpt,Q20,comparison,1,OK,2.444,0.003119,4,
C2,rag,gpt,Q20,comparison,2,OK,1.896,0.002965,5,
C2,rag,gpt,Q21,comparison,1,OK,1.721,0.002524,5,
C2,rag,gpt,Q21,comparison,2,OK,2.164,0.00278,5,
C2,rag,gpt,Q22,comparison,1,OK,1.837,0.00255,4,
C2,rag,gpt,Q22,comparison,2,OK,1.63,0.002671,3,
C2,rag,gpt,Q23,comparison,1,OK,2.058,0.003146,5,
C2,rag,gpt,Q23,comparison,2,OK,1.627,0.002674,4,
C2,rag,gpt,Q24,comparison,1,OK,1.621,0.002638,4,
C2,rag,gpt,Q24,comparison,2,OK,1.865,0.002976,4,
C2,rag,gpt,Q25,comparison,1,OK,1.303,0.002318,4,
C2,rag,gpt,Q25,comparison,2,OK,1.373,0.002344,2,
C2,rag,gpt,Q26,comparison,1,OK,1.662,0.002744,4,
C2,rag,gpt,Q26,comparison,2,OK,1.6,0.002609,4,
C2,rag,gpt,Q27,comparison,1,OK,3.203,0.003128,2,
C2,rag,gpt,Q27,comparison,2,OK,2.056,0.003029,2,
C2,rag,gpt,Q28,comparison,1,OK,1.026,0.002326,2,
C2,rag,gpt,Q28,comparison,2,OK,1.206,0.002344,3,
C2,rag,gpt,Q29,comparison,1,OK,1.724,0.002659,4,
C2,rag,gpt,Q29,comparison,2,OK,1.654,0.002609,5,
C2,rag,gpt,Q30,comparison,1,OK,2.418,0.002734,4,
C2,rag,gpt,Q30,comparison,2,OK,2.208,0.002806,4,
C2,rag,gpt,Q31,synthesis,1,OK,2.768,0.00277,3,
